filename	onset	offset	event_labels	modality
6_ADEY85YME_110_120	0	10	Blender	audio
6_ADEY85YME_110_120	0	10	Blender	visual
6aV6c8mY0lg_30_40	0	10	Chainsaw	audio
6aV6c8mY0lg_30_40	0,3,9	1,6,10	Chainsaw,Chainsaw,Chainsaw	visual
6agI5a-5TGY_270_280	0	10	Vacuum_cleaner	audio
6agI5a-5TGY_270_280	0	10	Vacuum_cleaner	visual
6bmJLRXrH-g_11_21	0,0	9,8	Speech,Telephone_bell_ringing	audio
6bmJLRXrH-g_11_21	0	7	Telephone_bell_ringing	visual
6dvq5W-9D04_30_40	0	10	Chicken_rooster	audio
6dvq5W-9D04_30_40	0	10	Chicken_rooster	visual
6e3aERe95fI_30_40	0,2,4,9	1,3,6,10	Cat,Cat,Cat,Cat	audio
6e3aERe95fI_30_40	0	10	Cat	visual
6eT3o01nEmo_30_40	0,0	10,10	Cello,Violin_fiddle	audio
6eT3o01nEmo_30_40	0,0	10,10	Cello,Violin_fiddle	visual
6gSLA-BG7Lw_70_80	0,0,8	2,2,10	Basketball_bounce,Speech,Cheering	audio
6gSLA-BG7Lw_70_80	0,7	5,9	Basketball_bounce,Basketball_bounce	visual
6gW-ALg2Tio_290_300	0	10	Lawn_mower	audio
6gW-ALg2Tio_290_300	0	10	Lawn_mower	visual
6kKs7UKCUBA_70_80	0	10	Frying_(food)	audio
6kKs7UKCUBA_70_80	0	10	Frying_(food)	visual
6m9RSmLeC6M_40_50	0	10	Fire_alarm	audio
6m9RSmLeC6M_40_50	0	10	Fire_alarm	visual
6m9tybo1Lvo_380_390	0,9,6	8,10,8	Accordion,Accordion,Speech	audio
6m9tybo1Lvo_380_390	0	3	Accordion	visual
6mBfajqi1pg_560_570	0	10	Vacuum_cleaner	audio
6mBfajqi1pg_560_570	0	10	Vacuum_cleaner	visual
6mWz9fxXO7s_490_500	0,0,5,9	10,3,6,10	Chainsaw,Speech,Speech,Speech	audio
6mWz9fxXO7s_490_500	0	10	Chainsaw	visual
6oJeeOZFzyY_20_30	0	10	Helicopter	audio
6oJeeOZFzyY_20_30	0	10	Helicopter	visual
6ocUrRBIuls_340_350	0,0,3,5,9	10,2,4,6,10	Vacuum_cleaner,Speech,Speech,Speech,Speech	audio
6ocUrRBIuls_340_350	0	10	Vacuum_cleaner	visual
6pHtlOXBxTI_30_40	0,0	10,10	Cheering,Speech	audio
6pHtlOXBxTI_30_40	0	10	Cheering	visual
6puZFsJvC64_70_80	0,0	10,10	Banjo,Clapping	audio
6puZFsJvC64_70_80	0,0	10,10	Banjo,Clapping	visual
6pw5sDsjCio_100_110	0	10	Vacuum_cleaner	audio
6pw5sDsjCio_100_110	0	6	Vacuum_cleaner	visual
6tCRm2ZbFWI_0_10	0,0	8,10	Speech,Frying_(food)	audio
6tCRm2ZbFWI_0_10	0	10	Frying_(food)	visual
6uQyki-4Q_c_0_10	5,1	10,10	Singing,Acoustic_guitar	audio
6uQyki-4Q_c_0_10	0,5	10,10	Acoustic_guitar,Singing	visual
6x5UQq781zQ_0_10	2	10	Accordion	audio
6x5UQq781zQ_0_10	0	10	Accordion	visual
6zGSFN2LhRQ_30_40	0	10	Accordion	audio
6zGSFN2LhRQ_30_40	0	10	Accordion	visual
71MwJKnUfUI_190_200	0,0	10,10	Acoustic_guitar,Singing	audio
71MwJKnUfUI_190_200	7,7	10,10	Acoustic_guitar,Singing	visual
74rZ_mljj18_90_100	0,6	10,9	Speech,Basketball_bounce	audio
74rZ_mljj18_90_100	6	9	Basketball_bounce	visual
77Hsf1HCiyU_210_220	1,1	10,10	Cello,Violin_fiddle	audio
77Hsf1HCiyU_210_220	0,0	10,10	Cello,Violin_fiddle	visual
78yrwc9y1ik_10_20	0,8	3,10	Baby_cry_infant_cry,Baby_cry_infant_cry	audio
78yrwc9y1ik_10_20	0,8	3,10	Baby_cry_infant_cry,Baby_cry_infant_cry	visual
7CMYwP1EvKM_60_70	0	10	Motorcycle	audio
7CMYwP1EvKM_60_70	0	10	Motorcycle	visual
7CcA8xdUah4_120_130	5	6	Dog	audio
7CcA8xdUah4_120_130	4	10	Dog	visual
7ECzsh5EkP8_30_40	0	10	Chicken_rooster	audio
7ECzsh5EkP8_30_40	0	10	Chicken_rooster	visual
7Iwu2gczI1g_540_550	0	10	Helicopter	audio
7Iwu2gczI1g_540_550	0	10	Helicopter	visual
7JD8chF_SJY_0_10	0,0,8	9,1,10	Basketball_bounce,Speech,Speech	audio
7JD8chF_SJY_0_10	3	9	Basketball_bounce	visual
7LViMtUpw8Q_40_50	0	10	Helicopter	audio
7LViMtUpw8Q_40_50	0	10	Helicopter	visual
7LVqHbJ6N1E_90_100	0	10	Helicopter	audio
7LVqHbJ6N1E_90_100	0,8,0	7,10,8	Helicopter,Helicopter,Car	visual
7MXZvu6cjuU_90_100	0,0,3,4,9	3,1,5,8,10	Speech,Basketball_bounce,Cheering,Speech,Speech	audio
7MXZvu6cjuU_90_100	0,0,3,5,9	1,1,5,8,10	Speech,Basketball_bounce,Basketball_bounce,Speech,Speech	visual
7NLT62MMjHM_30_40	4	10	Clapping	audio
7NLT62MMjHM_30_40	5,5	8,9	Cello,Violin_fiddle	visual
7OhK3f4X1VQ_7_17	0	10	Car	audio
7OhK3f4X1VQ_7_17	0	5	Car	visual
7OxK7UvZ5S8_150_160	0,1	2,10	Clapping,Accordion	audio
7OxK7UvZ5S8_150_160	0	2	Accordion	visual
7SChBv97cmg_10_20	0	10	Chainsaw	audio
7SChBv97cmg_10_20	0	10	Chainsaw	visual
7TZDBbCYZN0_70_80	4,7,3,6	5,10,5,9	Baby_laughter,Baby_laughter,Speech,Speech	audio
7TZDBbCYZN0_70_80	4,7	5,10	Baby_laughter,Baby_laughter	visual
7USy-jxSsUg_30_40	0	8	Baby_cry_infant_cry	audio
7USy-jxSsUg_30_40	0	9	Baby_cry_infant_cry	visual
7Vfb0lpJkpU_50_60	2,6,0	3,10,6	Speech,Speech,Vacuum_cleaner	audio
7Vfb0lpJkpU_50_60	0,6	5,10	Vacuum_cleaner,Vacuum_cleaner	visual
7X1_j3XrgnA_30_40	0	10	Telephone_bell_ringing	audio
7X1_j3XrgnA_30_40	0	10	Telephone_bell_ringing	visual
7XM4DfCbONg_210_220	0,0,0,0,6,6,9	7,7,7,7,10,10,10	Banjo,Violin_fiddle,Cello,Acoustic_guitar,Cheering,Clapping,Speech	audio
7XM4DfCbONg_210_220	0,0,0,0	10,10,10,10	Banjo,Violin_fiddle,Cello,Acoustic_guitar	visual
7Y0xgnuuFW4_21_31	0	8	Speech	audio
7Y0xgnuuFW4_21_31	1	2	Clapping	visual
7Z9KzMO4hbM_180_190	1,4,6	4,5,7	Telephone_bell_ringing,Speech,Speech	audio
7Z9KzMO4hbM_180_190	1	5	Telephone_bell_ringing	visual
7_MjnPGZb3g_30_40	4,0,6	6,3,9	Fire_alarm,Speech,Speech	audio
7_MjnPGZb3g_30_40	0	10	Fire_alarm	visual
7bPt8dhIAiU_120_130	0	10	Vacuum_cleaner	audio
7bPt8dhIAiU_120_130	0	10	Vacuum_cleaner	visual
7eO9zH2KCC4_30_40	0,0	10,10	Acoustic_guitar,Violin_fiddle	audio
7eO9zH2KCC4_30_40	0,0	10,10	Acoustic_guitar,Violin_fiddle	visual
7g3idUTE1KM_30_40	0,7	10,8	Speech,Clapping	audio
7g3idUTE1KM_30_40	0,7	10,8	Speech,Clapping	visual
7hspZOznOIM_0_10	4,9,2	7,10,4	Telephone_bell_ringing,Telephone_bell_ringing,Speech	audio
7hspZOznOIM_0_10	4	10	Telephone_bell_ringing	visual
7iSCziLZgow_60_70	0,1,5	9,4,10	Banjo,Speech,Speech	audio
7iSCziLZgow_60_70	1,5	4,10	Speech,Speech	visual
7mg1TKMPh-c_20_30	0	10	Cello	audio
7mg1TKMPh-c_20_30	0	10	Cello	visual
7mrVq35XPrk_330_340	0,1	10,8	Vacuum_cleaner,Speech	audio
7mrVq35XPrk_330_340	0	10	Vacuum_cleaner	visual
7oPED09nVAk_100_110	0,0,7	10,3,10	Acoustic_guitar,Singing,Singing	audio
7oPED09nVAk_100_110	0,0,7	3,3,10	Acoustic_guitar,Singing,Singing	visual
7rYjAdnb3CA_20_30	2,0	5,10	Speech,Car	audio
7rYjAdnb3CA_20_30	2,0	5,10	Speech,Car	visual
7tgqtRO7RXA_170_180	1,6	10,8	Singing,Clapping	audio
7tgqtRO7RXA_170_180	1,6	10,8	Singing,Clapping	visual
7uKI2_0A2ik_30_40	0	9	Violin_fiddle	audio
7uKI2_0A2ik_30_40	0	10	Violin_fiddle	visual
7uXeXKxHQ6A_300_310	0	10	Lawn_mower	audio
7uXeXKxHQ6A_300_310	0	8	Lawn_mower	visual
7ukkbeEdBd4_20_30	1	10	Speech	audio
7ukkbeEdBd4_20_30	0,3,7,9	1,4,8,10	Basketball_bounce,Basketball_bounce,Basketball_bounce,Basketball_bounce	visual
7wQzfyAWIFc_60_70	0,0,0	10,10,10	Banjo,Violin_fiddle,Cello	audio
7wQzfyAWIFc_60_70	0,0,0	10,10,10	Banjo,Violin_fiddle,Cello	visual
7y0E-IeaZBE_30_40	0	10	Chicken_rooster	audio
7y0E-IeaZBE_30_40	0	10	Chicken_rooster	visual
7yMXFUS0Vuo_6_16	0,0	10,4	Speech,Vacuum_cleaner	audio
7yMXFUS0Vuo_6_16	0	10	Vacuum_cleaner	visual
7yeWLEus7OI_80_90	0	10	Blender	audio
7yeWLEus7OI_80_90	0	10	Blender	visual
7zAZVwxH9PM_550_560	1,8,0	4,10,10	Basketball_bounce,Basketball_bounce,Speech	audio
7zAZVwxH9PM_550_560	1,8	4,10	Basketball_bounce,Basketball_bounce	visual
81WXDWpgzPA_0_10	0	10	Lawn_mower	audio
81WXDWpgzPA_0_10	0	10	Lawn_mower	visual
82T_W4uINdQ_130_140	0,0	10,10	Cello,Violin_fiddle	audio
82T_W4uINdQ_130_140	0	10	Cello	visual
83Txe5EAijU_260_270	6,0	10,6	Blender,Speech	audio
83Txe5EAijU_260_270	0,0	6,10	Speech,Blender	visual
84OQA_JJHPY_390_400	0,0	10,10	Accordion,Singing	audio
84OQA_JJHPY_390_400	0	10	Accordion	visual
84r8zNfMIbs_0_10	0,3,6	1,4,10	Lawn_mower,Lawn_mower,Lawn_mower	audio
84r8zNfMIbs_0_10	0	10	Lawn_mower	visual
84vFdTtO2Vk_10_20	1,2,4,6,9	2,4,5,8,10	Speech,Baby_laughter,Dog,Baby_laughter,Speech	audio
84vFdTtO2Vk_10_20	0,1,9	10,2,10	Dog,Speech,Speech	visual
86eQxmsjwM4_310_320	0	10	Vacuum_cleaner	audio
86eQxmsjwM4_310_320	0	10	Vacuum_cleaner	visual
8DF2PxdT5tE_390_400	2,0,7,9	8,2,10,0	Basketball_bounce,Speech,Speech,Cheering	audio
8DF2PxdT5tE_390_400	2,7,9	8,8,10	Basketball_bounce,Speech,Speech	visual
8DIUi5fzTSI_50_60	0,0,0	10,10,10	Acoustic_guitar,Violin_fiddle,Accordion	audio
8DIUi5fzTSI_50_60	0,0,0	10,10,10	Acoustic_guitar,Violin_fiddle,Accordion	visual
8H9V40ek4q8_30_40	0	10	Violin_fiddle	audio
8H9V40ek4q8_30_40	0	10	Violin_fiddle	visual
8HqOjWyahzI_20_30	0	9	Fire_alarm	audio
8HqOjWyahzI_20_30	0	10	Fire_alarm	visual
8JP7ReHkkus_100_110	0	10	Vacuum_cleaner	audio
8JP7ReHkkus_100_110	0	10	Vacuum_cleaner	visual
8L6AX8xepUI_19_29	5,8	10,10	Baby_cry_infant_cry,Speech	audio
8L6AX8xepUI_19_29	0,9	8,10	Baby_cry_infant_cry,Baby_cry_infant_cry	visual
8MMDd9rzl8o_20_30	0	10	Helicopter	audio
8MMDd9rzl8o_20_30	0,0	10,10	Helicopter,Car	visual
8MqTPaJRLXU_30_40	0,1	10,2	Singing,Clapping	audio
8MqTPaJRLXU_30_40	0,1	10,2	Singing,Clapping	visual
8OHjU9PCt7Y_0_10	0,0	4,10	Basketball_bounce,Speech	audio
8OHjU9PCt7Y_0_10	0	4	Basketball_bounce	visual
8WLIDa9U9Ug_340_350	0,9	9,10	Violin_fiddle,Cello	audio
8WLIDa9U9Ug_340_350	0,9	9,10	Violin_fiddle,Cello	visual
8ZkzbgrJHTE_20_30	0	10	Vacuum_cleaner	audio
8ZkzbgrJHTE_20_30	0	10	Vacuum_cleaner	visual
8a4Zec3h3LM_30_40	0	10	Vacuum_cleaner	audio
8a4Zec3h3LM_30_40	0	10	Vacuum_cleaner	visual
8e6ha9wOsl0_30_40	0	10	Vacuum_cleaner	audio
8e6ha9wOsl0_30_40	0	10	Vacuum_cleaner	visual
8eR5kuvbjKA_30_40	0	10	Singing	audio
8eR5kuvbjKA_30_40	0	10	Singing	visual
8h3tlcPyqwc_40_50	0,3,6	2,6,10	Speech,Cheering,Clapping	audio
8h3tlcPyqwc_40_50	0,3	5,6	Basketball_bounce,Cheering	visual
8hcEJYEwAME_0_10	0	10	Chicken_rooster	audio
8hcEJYEwAME_0_10	0	10	Chicken_rooster	visual
8hkevfLlY6U_70_80	0	10	Accordion	audio
8hkevfLlY6U_70_80	0	10	Accordion	visual
8jSXancacwQ_30_40	0	10	Lawn_mower	audio
8jSXancacwQ_30_40	0	10	Lawn_mower	visual
8k_E2GRTQXU_160_170	0,0	10,10	Cello,Violin_fiddle	audio
8k_E2GRTQXU_160_170	0,0	10,10	Cello,Violin_fiddle	visual
8ncJ1dIf33I_90_100	0	10	Motorcycle	audio
8ncJ1dIf33I_90_100	0,7	10,10	Motorcycle,Car	visual
8nfl_0VXMZs_30_40	0,0	10,10	Violin_fiddle,Acoustic_guitar	audio
8nfl_0VXMZs_30_40	0	10	Violin_fiddle	visual
8oHpRkN839s_30_40	0,4,7	3,6,9	Speech,Speech,Speech	audio
8oHpRkN839s_30_40	0,4,7	3,6,9	Speech,Speech,Speech	visual
8pEbXu9BIvw_460_470	0	10	Helicopter	audio
8pEbXu9BIvw_460_470	0	10	Helicopter	visual
8rhDoGEvAtI_0_10	3,3	10,10	Singing,Banjo	audio
8rhDoGEvAtI_0_10	1,1,3	10,10,10	Banjo,Cello,Singing	visual
8sfcMZ8A3OQ_180_190	0,0,8	10,4,9	Frying_(food),Speech,Speech	audio
8sfcMZ8A3OQ_180_190	0	10	Frying_(food)	visual
8tA8F83juw0_120_130	0,7,6,1,4	2,9,7,3,6	Speech,Speech,Clapping,Singing,Singing	audio
8tA8F83juw0_120_130	6	7	Clapping	visual
8w6sRjVYkow_30_40	0	10	Violin_fiddle	audio
8w6sRjVYkow_30_40	0	10	Violin_fiddle	visual
8yZnLF45mgs_100_110	3,0	10,10	Singing,Speech	audio
8yZnLF45mgs_100_110	3	10	Singing	visual
94WKpc0i-hE_80_90	0,7	10,8	Helicopter,Speech	audio
94WKpc0i-hE_80_90	0	10	Helicopter	visual
96iNxFTbHVY_30_40	0,2	1,10	Speech,Accordion	audio
96iNxFTbHVY_30_40	0,0	10,1	Accordion,Speech	visual
99WdRkgJC1Y_140_150	0	10	Chicken_rooster	audio
99WdRkgJC1Y_140_150	0	10	Chicken_rooster	visual
99oZQTz-dms_80_90	2,0,0	10,10,10	Singing,Banjo,Acoustic_guitar	audio
99oZQTz-dms_80_90	0,0,2	7,7,10	Banjo,Acoustic_guitar,Singing	visual
9CEVf9vuRMg_90_100	0	10	Accordion	audio
9CEVf9vuRMg_90_100	0	10	Accordion	visual
9D5aLKo92Sw_160_170	2,8	4,10	Chicken_rooster,Chicken_rooster	audio
9D5aLKo92Sw_160_170	0	10	Chicken_rooster	visual
9DfDmEBAcK0_20_30	0	10	Vacuum_cleaner	audio
9DfDmEBAcK0_20_30	0	10	Vacuum_cleaner	visual
9H1fa9-f3q0_420_430	0	10	Frying_(food)	audio
9H1fa9-f3q0_420_430	0	10	Frying_(food)	visual
9HWG4g7a9xw_130_140	0,0	10,10	Singing,Banjo	audio
9HWG4g7a9xw_130_140	0,6,0	3,10,10	Singing,Singing,Banjo	visual
9IfN8dUgGaQ_30_40	0	10	Chicken_rooster	audio
9IfN8dUgGaQ_30_40	3,4,0	10,10,10	Chicken_rooster,Cat,Dog	visual
9LNuWqOQP5Q_110_120	0,4,6	3,9,7	Basketball_bounce,Basketball_bounce,Speech	audio
9LNuWqOQP5Q_110_120	0,4	3,9	Basketball_bounce,Basketball_bounce	visual
9LloUO5C7do_50_60	0	10	Accordion	audio
9LloUO5C7do_50_60	0	10	Accordion	visual
9NolcbOJZQo_30_40	4,1,4	9,10,9	Cheering,Speech,Clapping	audio
9NolcbOJZQo_30_40	0	4	Basketball_bounce	visual
9QO5IkIA9kI_30_40	0	10	Car	audio
9QO5IkIA9kI_30_40	0	10	Car	visual
9TZBF1tZ1RU_90_100	0,6	4,10	Chicken_rooster,Chicken_rooster	audio
9TZBF1tZ1RU_90_100	0	10	Chicken_rooster	visual
9VhN9GMfdws_10_20	0,9	10,10	Chicken_rooster,Speech	audio
9VhN9GMfdws_10_20	0	10	Cat	visual
9WzF78LNQYQ_180_190	0,4	4,10	Telephone_bell_ringing,Speech	audio
9WzF78LNQYQ_180_190	1,9,4	6,10,5	Telephone_bell_ringing,Telephone_bell_ringing,Speech	visual
9XizawW_2-k_0_10	0,9,0,2	6,10,5,10	Clapping,Clapping,Clapping,Speech	audio
9XizawW_2-k_0_10	0,9	5,10	Clapping,Clapping	visual
9XmmpxuOnBY_30_40	0	10	Accordion	audio
9XmmpxuOnBY_30_40	0	10	Accordion	visual
9YWr88Wvw28_60_70	0	10	Vacuum_cleaner	audio
9YWr88Wvw28_60_70	0	10	Vacuum_cleaner	visual
9_CJeverblQ_0_10	0,7	9,10	Speech,Dog	audio
9_CJeverblQ_0_10	0	10	Dog	visual
9_Pe-wbbehQ_10_20	0	10	Fire_alarm	audio
9_Pe-wbbehQ_10_20	0	10	Fire_alarm	visual
9_jO5lSk-og_30_40	0,0	10,10	Violin_fiddle,Dog	audio
9_jO5lSk-og_30_40	0,0	10,10	Violin_fiddle,Dog	visual
9aNXDP2rv7o_220_230	0,2,8,6	1,7,10,10	Speech,Speech,Speech,Blender	audio
9aNXDP2rv7o_220_230	0	10	Blender	visual
9aWNjRqjmDo_160_170	0,2,6,8	2,6,7,10	Speech,Blender,Speech,Speech	audio
9aWNjRqjmDo_160_170	0,5,6,8	3,6,7,10	Blender,Blender,Speech,Speech	visual
9agE8s-KegQ_60_70	2,8,8	7,10,10	Speech,Speech,Dog	audio
9agE8s-KegQ_60_70	2,6,3,7	4,7,6,10	Speech,Speech,Dog,Dog	visual
9bZhKjPrYDQ_20_30	0,5	10,9	Baby_laughter,Speech	audio
9bZhKjPrYDQ_20_30	0	10	Baby_laughter	visual
9bohQsESuaU_20_30	1,0,7	10,1,10	Chicken_rooster,Speech,Speech	audio
9bohQsESuaU_20_30	0	10	Chicken_rooster	visual
9bxrcu7lY1s_22_32	0	10	Fire_alarm	audio
9bxrcu7lY1s_22_32	0	10	Fire_alarm	visual
9cwBZS6IoQE_29_39	0	6	Dog	audio
9cwBZS6IoQE_29_39	0	10	Chicken_rooster	visual
9dFgCv-R7i0_0_10	1,3,5	10,4,9	Speech,Dog,Dog	audio
9dFgCv-R7i0_0_10	0	10	Dog	visual
9dhQzk0Nrcc_30_40	0,0	10,10	Speech,Violin_fiddle	audio
9dhQzk0Nrcc_30_40	0	10	Speech	visual
9esovZc8MlY_10_20	0,0	10,1	Motorcycle,Speech	audio
9esovZc8MlY_10_20	0	10	Motorcycle	visual
9fcxPwWzDM0_30_40	0	10	Accordion	audio
9fcxPwWzDM0_30_40	0	10	Accordion	visual
9fp-9qML6j0_0_10	2	8	Blender	audio
9fp-9qML6j0_0_10	0	10	Blender	visual
9ggKWjpQPeQ_0_10	2,5,3	4,10,4	Dog,Dog,Speech	audio
9ggKWjpQPeQ_0_10	0	10	Dog	visual
9hlb-6VC2zg_30_40	0	10	Car	audio
9hlb-6VC2zg_30_40	0	10	Car	visual
9j9AUuseA2w_20_30	0	3	Dog	audio
9j9AUuseA2w_20_30	0	10	Dog	visual
9jS1INXlQ1w_160_170	0,0,5	4,9,7	Singing,Acoustic_guitar,Clapping	audio
9jS1INXlQ1w_160_170	0,0,5	4,10,7	Singing,Acoustic_guitar,Clapping	visual
9jin237e_AU_280_290	0,0	10,10	Accordion,Acoustic_guitar	audio
9jin237e_AU_280_290	0,2	10,10	Accordion,Acoustic_guitar	visual
9jrgVZRr_ls_30_40	1,5,7,0,3	4,6,9,2,10	Acoustic_guitar,Acoustic_guitar,Acoustic_guitar,Speech,Speech	audio
9jrgVZRr_ls_30_40	0	10	Acoustic_guitar	visual
9k9LKIdgLZc_14_24	4,6,0	5,8,3	Chicken_rooster,Speech,Speech	audio
9k9LKIdgLZc_14_24	0	10	Chicken_rooster	visual
9kPBS_0Entg_30_40	0,0	10,1	Speech,Acoustic_guitar	audio
9kPBS_0Entg_30_40	0,0	10,9	Acoustic_guitar,Speech	visual
9lB-VgsK7EE_0_10	1,3,7,0,6	3,5,9,4,10	Speech,Speech,Speech,Dog,Dog	audio
9lB-VgsK7EE_0_10	0	10	Dog	visual
9ltErwU9WZE_0_10	0,1,3,4,5,7,7	1,2,4,5,6,10,8	Speech,Cat,Speech,Cat,Speech,Cat,Speech	audio
9ltErwU9WZE_0_10	0	10	Cat	visual
9mKakXiHNA8_0_10	0,5	10,7	Dog,Speech	audio
9mKakXiHNA8_0_10	0	10	Dog	visual
9nVkiuTFbBQ_110_120	0,0,2	10,10,10	Acoustic_guitar,Banjo,Singing	audio
9nVkiuTFbBQ_110_120	0,0,2	10,10,10	Acoustic_guitar,Banjo,Singing	visual
9nfvnaV-Myo_30_40	0,0,0	10,10,10	Violin_fiddle,Speech,Acoustic_guitar	audio
9nfvnaV-Myo_30_40	0,0	10,10	Violin_fiddle,Acoustic_guitar	visual
9nwPHX0NlUQ_30_40	0,8,0,0,6	10,10,10,6,10	Baby_cry_infant_cry,Clapping,Speech,Speech,Accordion	audio
9nwPHX0NlUQ_30_40	0,0	6,10	Speech,Accordion	visual
9oRXmln3Ois_0_10	0,9	10,10	Motorcycle,Speech	audio
9oRXmln3Ois_0_10	0	10	Motorcycle	visual
9osfCQTKjOY_70_80	0,2	1,10	Singing,Singing	audio
9osfCQTKjOY_70_80	0,2	1,10	Singing,Singing	visual
9qeBzzC27PE_300_310	0	10	Lawn_mower	audio
9qeBzzC27PE_300_310	0	6	Lawn_mower	visual
9rYyCItieAU_140_150	0,0	8,10	Speech,Dog	audio
9rYyCItieAU_140_150	0	10	Dog	visual
9rgmk7a1_7E_30_40	2,0	6,3	Cheering,Speech	audio
9rgmk7a1_7E_30_40	0,2	3,10	Speech,Cheering	visual
9rtvuHifBEY_30_40	0,4	10,8	Speech,Chicken_rooster	audio
9rtvuHifBEY_30_40	0	10	Chicken_rooster	visual
9ryLmLuBy0M_270_280	0,0	10,10	Chicken_rooster,Speech	audio
9ryLmLuBy0M_270_280	5	10	Chicken_rooster	visual
9sS6MHbcO7A_200_210	0	10	Singing	audio
9sS6MHbcO7A_200_210	0	10	Singing	visual
9sgHs7OaASA_110_120	0,0,9	10,8,10	Speech,Dog,Dog	audio
9sgHs7OaASA_110_120	0	10	Cat	visual
9skVErB1xYc_200_210	3,0,6,2	10,5,10,3	Cheering,Speech,Speech,Basketball_bounce	audio
9skVErB1xYc_200_210	0,2,8,3,3	1,4,10,10,10	Basketball_bounce,Basketball_bounce,Basketball_bounce,Cheering,Clapping	visual
9tygoBHyE3k_200_210	0,6	10,10	Vacuum_cleaner,Speech	audio
9tygoBHyE3k_200_210	0	10	Vacuum_cleaner	visual
9u43K-cj_Pk_90_100	0,4,3	3,10,10	Violin_fiddle,Violin_fiddle,Cello	audio
9u43K-cj_Pk_90_100	0,4	10,10	Violin_fiddle,Cello	visual
9ui9IiwF6w8_180_190	0,3	10,5	Frying_(food),Speech	audio
9ui9IiwF6w8_180_190	0	10	Frying_(food)	visual
9vPMaY9f540_40_50	2,0,5	3,2,10	Speech,Chainsaw,Chainsaw	audio
9vPMaY9f540_40_50	0	10	Chainsaw	visual
9vkibU5yBXw_10_20	0,4	10,10	Singing,Speech	audio
9vkibU5yBXw_10_20	0	10	Singing	visual
9w88_e0QLIw_30_40	0,0	10,10	Violin_fiddle,Speech	audio
9w88_e0QLIw_30_40	0	10	Violin_fiddle	visual
9wrBXMEM9Zg_230_240	0,2	10,3	Lawn_mower,Speech	audio
9wrBXMEM9Zg_230_240	0	10	Lawn_mower	visual
9xFa6pE7120_270_280	0,0,6	10,4,10	Frying_(food),Speech,Speech	audio
9xFa6pE7120_270_280	0,2,5	10,4,10	Frying_(food),Speech,Speech	visual
9xszRnKqoTU_270_280	0,7	7,10	Speech,Singing	audio
9xszRnKqoTU_270_280	0,7	7,10	Speech,Singing	visual
9yZV_ULTEBc_30_40	0	10	Violin_fiddle	audio
9yZV_ULTEBc_30_40	2,5	4,9	Violin_fiddle,Violin_fiddle	visual
A-OeFhnlam4_30_40	0,5,0,2	1,6,1,10	Cat,Cat,Speech,Speech	audio
A-OeFhnlam4_30_40	0	10	Cat	visual
A-PigXQWChs_30_40	0	10	Helicopter	audio
A-PigXQWChs_30_40	0	10	Helicopter	visual
A2QANb6eVOk_18_28	0,0	8,10	Speech,Clapping	audio
A2QANb6eVOk_18_28	0,0	8,10	Speech,Clapping	visual
A2ZSL40icvk_21_31	1,5	4,9	Speech,Speech	audio
A2ZSL40icvk_21_31	0	7	Dog	visual
A2k8DsBeCvc_40_50	0	10	Chicken_rooster	audio
A2k8DsBeCvc_40_50	0	10	Chicken_rooster	visual
A3g946O82S4_150_160	0,0,8,7,6	6,6,10,10,7	Singing,Acoustic_guitar,Clapping,Cheering,Speech	audio
A3g946O82S4_150_160	0,0,6,8	10,6,7,10	Acoustic_guitar,Singing,Speech,Clapping	visual
A4fQnv9jHU8_14_24	0,5	7,9	Violin_fiddle,Speech	audio
A4fQnv9jHU8_14_24	0	9	Violin_fiddle	visual
A4gZxP3kJBE_100_110	0	8	Singing	audio
A4gZxP3kJBE_100_110	0	8	Singing	visual
A6JssUPm4Eg_20_30	1,5,9	4,8,10	Chicken_rooster,Chicken_rooster,Speech	audio
A6JssUPm4Eg_20_30	0	10	Chicken_rooster	visual
A7AV1P4R3eY_130_140	0	10	Chicken_rooster	audio
A7AV1P4R3eY_130_140	0	10	Chicken_rooster	visual
A8B7Vpt3HOs_30_40	1,0	10,2	Violin_fiddle,Speech	audio
A8B7Vpt3HOs_30_40	0,9	8,10	Violin_fiddle,Violin_fiddle	visual
AAcHfp8Ls9c_30_40	1,0	10,10	Acoustic_guitar,Speech	audio
AAcHfp8Ls9c_30_40	0	10	Acoustic_guitar	visual
ABBJDDsYT68_30_40	0,6,8	10,7,10	Frying_(food),Speech,Speech	audio
ABBJDDsYT68_30_40	0	10	Frying_(food)	visual
ABF9u7YgQL0_110_120	0	10	Accordion	audio
ABF9u7YgQL0_110_120	0	7	Accordion	visual
AD-m1uu7UhI_0_10	2,4,7,6	3,6,10,10	Singing,Singing,Singing,Clapping	audio
AD-m1uu7UhI_0_10	2,4,7,6	3,6,10,10	Singing,Singing,Singing,Clapping	visual
AD7kjeu67-8_10_20	1,5	4,10	Chicken_rooster,Chicken_rooster	audio
AD7kjeu67-8_10_20	0	10	Chicken_rooster	visual
ADWJi2_29s8_10_20	0	10	Blender	audio
ADWJi2_29s8_10_20	0	10	Blender	visual
AE4ZaQMa2BE_30_40	0,7,0	6,10,8	Speech,Speech,Chicken_rooster	audio
AE4ZaQMa2BE_30_40	7	9	Chicken_rooster	visual
AEVDoAasepg_280_290	0	10	Singing	audio
AEVDoAasepg_280_290	0	10	Singing	visual
