filename	onset	offset	event_labels	visual_labels	audio_labels	modality	has_visual	has_audio
DAF5KEULuGo_230_240	0	1	Speech,Motorcycle	Motorcycle	Motorcycle,Speech	multimodal	True	True
DAF5KEULuGo_230_240	1	2	Motorcycle	Motorcycle	Motorcycle	multimodal	True	True
DAF5KEULuGo_230_240	2	3	Speech,Motorcycle	Motorcycle	Motorcycle,Speech	multimodal	True	True
DAF5KEULuGo_230_240	3	10	Motorcycle	Motorcycle	Motorcycle	multimodal	True	True
DCp8wxSBoiY_30_40	0	1	Dog	Dog		multimodal	True	False
DCp8wxSBoiY_30_40	1	3	Speech,Dog	Dog	Speech	multimodal	True	True
DCp8wxSBoiY_30_40	3	5	Dog	Dog		multimodal	True	False
DCp8wxSBoiY_30_40	5	7	Speech,Dog	Dog	Speech	multimodal	True	True
DCp8wxSBoiY_30_40	7	10	Dog	Dog		multimodal	True	False
DD0iSzxHJ_Q_0_10	3	6	Helicopter	Helicopter	Helicopter	multimodal	True	True
DD0iSzxHJ_Q_0_10	6	7	Helicopter		Helicopter	multimodal	False	True
DD0iSzxHJ_Q_0_10	7	8	Helicopter	Helicopter	Helicopter	multimodal	True	True
DD0iSzxHJ_Q_0_10	8	10	Helicopter		Helicopter	multimodal	False	True
DEJPptjl7KA_23_33	0	10	Baby_cry_infant_cry	Baby_cry_infant_cry	Baby_cry_infant_cry	multimodal	True	True
DFfBjNlNn4w_140_150	0	2	Singing	Singing	Singing	multimodal	True	True
DFfBjNlNn4w_140_150	3	4	Speech	Speech	Speech	multimodal	True	True
DFfBjNlNn4w_140_150	6	7	Speech	Speech	Speech	multimodal	True	True
DG2eXe5Xrp0_30_40	0	2	Violin_fiddle,Acoustic_guitar,Clapping	Violin_fiddle,Clapping,Acoustic_guitar	Clapping,Violin_fiddle	multimodal	True	True
DG2eXe5Xrp0_30_40	2	5	Speech,Violin_fiddle,Acoustic_guitar,Clapping	Violin_fiddle,Clapping,Acoustic_guitar	Clapping,Violin_fiddle,Speech	multimodal	True	True
DG2eXe5Xrp0_30_40	5	6	Violin_fiddle,Acoustic_guitar,Clapping	Violin_fiddle,Clapping,Acoustic_guitar	Clapping,Violin_fiddle	multimodal	True	True
DG2eXe5Xrp0_30_40	6	9	Speech,Violin_fiddle,Acoustic_guitar,Clapping	Violin_fiddle,Clapping,Acoustic_guitar	Clapping,Violin_fiddle,Speech	multimodal	True	True
DG2eXe5Xrp0_30_40	9	10	Violin_fiddle,Acoustic_guitar,Clapping	Violin_fiddle,Clapping,Acoustic_guitar	Clapping,Violin_fiddle	multimodal	True	True
DG89TFpzMmg_20_30	0	10	Vacuum_cleaner	Vacuum_cleaner	Vacuum_cleaner	multimodal	True	True
DGeCOmJq0Ow_70_80	0	7	Speech,Acoustic_guitar	Acoustic_guitar	Speech	multimodal	True	True
DGeCOmJq0Ow_70_80	7	10	Acoustic_guitar	Acoustic_guitar	Acoustic_guitar	multimodal	True	True
DH3NHfO5k4s_20_30	0	1	Singing,Clapping	Singing	Singing,Clapping	multimodal	True	True
DH3NHfO5k4s_20_30	1	6	Singing,Acoustic_guitar,Clapping	Singing	Singing,Acoustic_guitar,Clapping	multimodal	True	True
DH3NHfO5k4s_20_30	6	7	Singing,Acoustic_guitar,Clapping		Singing,Acoustic_guitar,Clapping	multimodal	False	True
DH3NHfO5k4s_20_30	7	10	Singing,Acoustic_guitar,Clapping	Singing,Acoustic_guitar,Clapping	Singing,Acoustic_guitar,Clapping	multimodal	True	True
DHW0GEDee0k_20_30	0	6	Accordion	Accordion	Accordion	multimodal	True	True
DHW0GEDee0k_20_30	6	8	Speech,Accordion	Accordion	Speech	multimodal	True	True
DHW0GEDee0k_20_30	8	9	Speech,Accordion	Accordion	Accordion,Speech	multimodal	True	True
DHW0GEDee0k_20_30	9	10	Accordion	Accordion	Accordion	multimodal	True	True
DIV2w0lpHgM_27_37	0	1	Speech,Chicken_rooster	Chicken_rooster	Chicken_rooster,Speech	multimodal	True	True
DIV2w0lpHgM_27_37	1	2	Chicken_rooster	Chicken_rooster	Chicken_rooster	multimodal	True	True
DIV2w0lpHgM_27_37	2	9	Speech,Chicken_rooster	Chicken_rooster	Chicken_rooster,Speech	multimodal	True	True
DIV2w0lpHgM_27_37	9	10	Chicken_rooster	Chicken_rooster	Chicken_rooster	multimodal	True	True
DJDxBH4Bb2I_100_110	0	2	Basketball_bounce,Speech	Basketball_bounce,Speech	Speech	multimodal	True	True
DJDxBH4Bb2I_100_110	2	4	Speech	Speech	Speech	multimodal	True	True
DJDxBH4Bb2I_100_110	4	5	Basketball_bounce,Speech	Basketball_bounce,Speech	Basketball_bounce,Speech	multimodal	True	True
DKEwkMDiJSI_20_30	0	1	Acoustic_guitar,Accordion	Accordion,Acoustic_guitar	Accordion,Acoustic_guitar	multimodal	True	True
DKEwkMDiJSI_20_30	1	10	Singing,Acoustic_guitar,Accordion	Accordion,Acoustic_guitar,Singing	Accordion,Acoustic_guitar,Singing	multimodal	True	True
DLKDQyjlmMc_30_40	0	6	Baby_cry_infant_cry	Baby_cry_infant_cry	Baby_cry_infant_cry	multimodal	True	True
DLKDQyjlmMc_30_40	6	7	Baby_cry_infant_cry,Speech	Baby_cry_infant_cry	Speech,Baby_cry_infant_cry	multimodal	True	True
DLKDQyjlmMc_30_40	7	8	Baby_cry_infant_cry,Speech	Baby_cry_infant_cry	Speech	multimodal	True	True
DLKDQyjlmMc_30_40	8	10	Baby_cry_infant_cry,Speech	Baby_cry_infant_cry,Speech	Speech	multimodal	True	True
DNZHSSyAH3Y_310_320	0	10	Singing,Cheering	Cheering	Singing	multimodal	True	True
DO_ZDe2CN5I_11_21	0	4	Speech,Cat	Cat	Speech	multimodal	True	True
DO_ZDe2CN5I_11_21	4	5	Speech,Cat	Cat	Speech,Cat	multimodal	True	True
DO_ZDe2CN5I_11_21	5	6	Speech,Cat	Cat	Speech	multimodal	True	True
DO_ZDe2CN5I_11_21	6	7	Speech,Cat	Cat	Speech,Cat	multimodal	True	True
DO_ZDe2CN5I_11_21	7	10	Speech,Cat	Cat	Speech	multimodal	True	True
DOjo6_9WxCo_30_40	0	1	Vacuum_cleaner,Speech	Vacuum_cleaner,Speech	Vacuum_cleaner,Speech	multimodal	True	True
DOjo6_9WxCo_30_40	1	2	Vacuum_cleaner	Vacuum_cleaner	Vacuum_cleaner	multimodal	True	True
DOjo6_9WxCo_30_40	2	3	Vacuum_cleaner,Speech	Vacuum_cleaner,Speech	Vacuum_cleaner,Speech	multimodal	True	True
DOjo6_9WxCo_30_40	3	10	Vacuum_cleaner	Vacuum_cleaner	Vacuum_cleaner	multimodal	True	True
DPCf8taGIGw_30_40	0	10	Violin_fiddle,Cello,Acoustic_guitar	Cello,Violin_fiddle,Acoustic_guitar	Cello,Violin_fiddle,Acoustic_guitar	multimodal	True	True
DPpp6t1d2Rk_90_100	0	10	Violin_fiddle,Cello	Cello,Violin_fiddle	Cello,Violin_fiddle	multimodal	True	True
DQ3ZFO2RP04_14_24	0	2	Dog	Dog	Dog	multimodal	True	True
DQ3ZFO2RP04_14_24	2	3	Speech,Dog	Dog	Speech	multimodal	True	True
DQ3ZFO2RP04_14_24	3	4	Dog	Dog		multimodal	True	False
DQ3ZFO2RP04_14_24	4	9	Dog	Dog	Dog	multimodal	True	True
DQ3ZFO2RP04_14_24	9	10	Dog	Dog		multimodal	True	False
DQf3Ti20erk_530_540	0	7	Speech,Acoustic_guitar	Acoustic_guitar,Speech	Speech,Acoustic_guitar	multimodal	True	True
DQf3Ti20erk_530_540	7	8	Acoustic_guitar	Acoustic_guitar	Acoustic_guitar	multimodal	True	True
DQf3Ti20erk_530_540	8	10	Speech,Acoustic_guitar	Acoustic_guitar,Speech	Speech	multimodal	True	True
DR8HpVUhdbA_11_21	0	10	Motorcycle	Motorcycle	Motorcycle	multimodal	True	True
DS_kzdgXoV4_30_40	0	10	Accordion	Accordion	Accordion	multimodal	True	True
DSwEi6cwPjM_170_180	0	10	Cello	Cello	Cello	multimodal	True	True
DUfww-VAuFI_60_70	0	2	Fire_alarm,Speech	Fire_alarm	Speech	multimodal	True	True
DUfww-VAuFI_60_70	2	9	Fire_alarm	Fire_alarm	Fire_alarm	multimodal	True	True
DUfww-VAuFI_60_70	9	10	Fire_alarm,Speech	Fire_alarm	Speech	multimodal	True	True
DWZvTMIn89k_0_10	0	1	Speech,Accordion	Speech	Speech,Accordion	multimodal	True	True
DWZvTMIn89k_0_10	1	10	Accordion		Accordion	multimodal	False	True
DXlefGbw_0E_360_370	2	8	Singing	Singing	Singing	multimodal	True	True
DYq0gklkL0I_110_120	0	10	Vacuum_cleaner	Vacuum_cleaner	Vacuum_cleaner	multimodal	True	True
DZb5LThmhQw_30_40	0	10	Speech,Violin_fiddle	Violin_fiddle	Violin_fiddle,Speech	multimodal	True	True
D_p1yb7iJ6g_220_230	0	2	Speech	Speech	Speech	multimodal	True	True
D_p1yb7iJ6g_220_230	2	10	Singing	Singing	Singing	multimodal	True	True
DapUtDGFIXI_30_40	1	2	Speech		Speech	multimodal	False	True
DapUtDGFIXI_30_40	3	5	Speech		Speech	multimodal	False	True
DapUtDGFIXI_30_40	5	8	Speech,Chicken_rooster	Chicken_rooster	Speech,Chicken_rooster	multimodal	True	True
DapUtDGFIXI_30_40	8	10	Speech,Chicken_rooster	Chicken_rooster	Speech	multimodal	True	True
Db6ysxwfK9M_530_540	0	9	Singing,Clapping	Singing,Clapping	Clapping,Singing	multimodal	True	True
Db6ysxwfK9M_530_540	9	10	Singing,Speech,Clapping	Singing	Clapping,Singing,Speech	multimodal	True	True
Dc6SJp2Q-fw_20_30	0	3	Speech		Speech	multimodal	False	True
Dc6SJp2Q-fw_20_30	3	10	Singing	Singing	Singing	multimodal	True	True
DcCEGqcN2Rs_10_20	0	2	Singing,Acoustic_guitar	Acoustic_guitar	Singing	multimodal	True	True
DcCEGqcN2Rs_10_20	2	5	Acoustic_guitar	Acoustic_guitar	Acoustic_guitar	multimodal	True	True
DcCEGqcN2Rs_10_20	5	7	Acoustic_guitar	Acoustic_guitar		multimodal	True	False
DcCEGqcN2Rs_10_20	7	10	Acoustic_guitar	Acoustic_guitar	Acoustic_guitar	multimodal	True	True
Dcx8IgLXtKw_30_40	0	10	Violin_fiddle	Violin_fiddle	Violin_fiddle	multimodal	True	True
DePQjGiGpSs_570_580	0	7	Violin_fiddle,Cello	Cello,Violin_fiddle	Cello,Violin_fiddle	multimodal	True	True
DePQjGiGpSs_570_580	7	10	Violin_fiddle,Cello	Cello,Violin_fiddle	Violin_fiddle	multimodal	True	True
DgElEEFPRaE_570_580	0	5	Blender	Blender	Blender	multimodal	True	True
DgElEEFPRaE_570_580	5	10	Blender	Blender		multimodal	True	False
DhFVH7Dvz8A_30_40	0	10	Helicopter	Helicopter	Helicopter	multimodal	True	True
Di13sZqVF4A_480_490	0	2	Speech,Cheering		Speech,Cheering	multimodal	False	True
Di13sZqVF4A_480_490	2	5	Cheering,Clapping		Cheering,Clapping	multimodal	False	True
Di13sZqVF4A_480_490	5	7	Cheering		Cheering	multimodal	False	True
Di13sZqVF4A_480_490	7	9	Singing,Cheering	Singing	Singing,Cheering	multimodal	True	True
Di13sZqVF4A_480_490	9	10	Singing	Singing	Singing	multimodal	True	True
DiBzz6M9cUk_30_40	0	1	Violin_fiddle,Cello		Cello,Violin_fiddle	multimodal	False	True
DiBzz6M9cUk_30_40	1	7	Violin_fiddle,Cello	Cello	Cello,Violin_fiddle	multimodal	True	True
DiBzz6M9cUk_30_40	7	10	Violin_fiddle,Cello	Violin_fiddle	Cello,Violin_fiddle	multimodal	True	True
DiGDeiWzYdc_30_40	0	6	Baby_cry_infant_cry	Baby_cry_infant_cry	Baby_cry_infant_cry	multimodal	True	True
DiGDeiWzYdc_30_40	6	7	Baby_cry_infant_cry	Baby_cry_infant_cry		multimodal	True	False
DiGDeiWzYdc_30_40	7	10	Baby_cry_infant_cry	Baby_cry_infant_cry	Baby_cry_infant_cry	multimodal	True	True
DiN7YWCEGzs_110_120	0	6	Speech,Car,Motorcycle	Motorcycle,Car	Speech,Car	multimodal	True	True
DiN7YWCEGzs_110_120	6	8	Speech,Car	Car	Speech,Car	multimodal	True	True
DiN7YWCEGzs_110_120	8	10	Car	Car	Car	multimodal	True	True
Dk4YYDzk6v4_140_150	0	2	Speech		Speech	multimodal	False	True
Dk4YYDzk6v4_140_150	2	10	Singing,Speech	Singing	Singing,Speech	multimodal	True	True
Dk9Db7pUggU_120_130	0	1	Singing,Acoustic_guitar	Acoustic_guitar,Singing	Singing	multimodal	True	True
Dk9Db7pUggU_120_130	1	3	Speech,Acoustic_guitar	Acoustic_guitar,Speech	Speech	multimodal	True	True
Dk9Db7pUggU_120_130	3	4	Acoustic_guitar	Acoustic_guitar	Acoustic_guitar	multimodal	True	True
Dk9Db7pUggU_120_130	4	6	Singing,Acoustic_guitar	Acoustic_guitar,Singing	Singing,Acoustic_guitar	multimodal	True	True
Dk9Db7pUggU_120_130	6	7	Singing,Speech,Acoustic_guitar	Acoustic_guitar,Singing,Speech	Singing,Speech,Acoustic_guitar	multimodal	True	True
Dk9Db7pUggU_120_130	7	8	Speech,Acoustic_guitar	Acoustic_guitar,Speech	Speech	multimodal	True	True
Dk9Db7pUggU_120_130	8	9	Acoustic_guitar	Acoustic_guitar	Acoustic_guitar	multimodal	True	True
Dk9Db7pUggU_120_130	9	10	Speech,Acoustic_guitar	Acoustic_guitar,Speech	Speech,Acoustic_guitar	multimodal	True	True
DmfGwmAWqK0_210_220	0	8	Basketball_bounce,Speech	Basketball_bounce	Basketball_bounce,Speech	multimodal	True	True
DmfGwmAWqK0_210_220	8	10	Speech		Speech	multimodal	False	True
DptWWXVlKHw_40_50	0	5	Fire_alarm	Fire_alarm	Fire_alarm	multimodal	True	True
DptWWXVlKHw_40_50	5	9	Fire_alarm	Fire_alarm		multimodal	True	False
DptWWXVlKHw_40_50	9	10	Fire_alarm,Speech	Fire_alarm	Speech	multimodal	True	True
Dr4GrylmP9M_390_400	4	10	Telephone_bell_ringing	Telephone_bell_ringing	Telephone_bell_ringing	multimodal	True	True
DryXFqmkAn0_0_10	0	1	Cheering		Cheering	multimodal	False	True
DryXFqmkAn0_0_10	1	2	Cheering,Clapping	Clapping	Cheering,Clapping	multimodal	True	True
DryXFqmkAn0_0_10	2	7	Speech,Clapping	Clapping	Clapping,Speech	multimodal	True	True
DryXFqmkAn0_0_10	7	9	Speech,Clapping		Clapping,Speech	multimodal	False	True
DryXFqmkAn0_0_10	9	10	Speech		Speech	multimodal	False	True
DsBUJquZ6po_0_10	0	10	Singing	Singing	Singing	multimodal	True	True
Dt_hRwowOnw_120_130	0	5	Speech,Clapping	Clapping	Speech	multimodal	True	True
Dt_hRwowOnw_120_130	5	7	Speech		Speech	multimodal	False	True
Dt_hRwowOnw_120_130	7	10	Speech,Acoustic_guitar	Acoustic_guitar	Speech	multimodal	True	True
DvgyFP7jxh4_70_80	0	3	Speech,Blender	Blender,Speech	Speech	multimodal	True	True
DvgyFP7jxh4_70_80	3	10	Blender	Blender	Blender	multimodal	True	True
DwLCdnbpUNM_20_30	0	1	Dog	Dog		multimodal	True	False
DwLCdnbpUNM_20_30	1	3	Speech,Dog	Dog	Speech	multimodal	True	True
DwLCdnbpUNM_20_30	3	4	Dog	Dog		multimodal	True	False
DwLCdnbpUNM_20_30	4	5	Dog	Dog	Dog	multimodal	True	True
DwLCdnbpUNM_20_30	5	6	Dog	Dog		multimodal	True	False
DwLCdnbpUNM_20_30	6	8	Dog	Dog	Dog	multimodal	True	True
DwLCdnbpUNM_20_30	8	10	Dog	Dog		multimodal	True	False
DwUr_EwHswo_40_50	0	1	Singing	Singing	Singing	multimodal	True	True
DwUr_EwHswo_40_50	1	2	Singing,Speech	Singing	Singing,Speech	multimodal	True	True
DwUr_EwHswo_40_50	2	3	Speech		Speech	multimodal	False	True
DwUr_EwHswo_40_50	3	8	Singing	Singing	Singing	multimodal	True	True
DwUr_EwHswo_40_50	8	9	Singing,Speech	Singing	Singing,Speech	multimodal	True	True
DwUr_EwHswo_40_50	9	10	Speech		Speech	multimodal	False	True
DwzBJ19O0CI_60_70	0	3	Dog	Dog		multimodal	True	False
DwzBJ19O0CI_60_70	3	7	Dog	Dog	Dog	multimodal	True	True
DwzBJ19O0CI_60_70	7	10	Speech,Dog	Dog	Speech	multimodal	True	True
Dx4O21IPz1c_80_90	0	10	Singing	Singing	Singing	multimodal	True	True
DxvGKv2L6-8_100_110	0	10	Helicopter	Helicopter	Helicopter	multimodal	True	True
DzZYpUrrqzY_120_130	0	1	Dog	Dog		multimodal	True	False
DzZYpUrrqzY_120_130	1	8	Speech,Dog	Dog	Speech	multimodal	True	True
DzZYpUrrqzY_120_130	8	9	Dog	Dog		multimodal	True	False
DzZYpUrrqzY_120_130	9	10	Dog	Dog	Dog	multimodal	True	True
E-TphCWQpWk_30_40	0	2	Cat	Cat	Cat	multimodal	True	True
E-TphCWQpWk_30_40	2	3	Cat	Cat		multimodal	True	False
E-TphCWQpWk_30_40	3	4	Speech,Cat	Cat	Speech	multimodal	True	True
E-TphCWQpWk_30_40	4	10	Cat	Cat		multimodal	True	False
E0P9OfvzBpY_30_40	0	3	Cat	Cat	Cat	multimodal	True	True
E0P9OfvzBpY_30_40	3	6	Cat	Cat		multimodal	True	False
E0P9OfvzBpY_30_40	6	7	Cat	Cat	Cat	multimodal	True	True
E0P9OfvzBpY_30_40	7	9	Cat	Cat		multimodal	True	False
E0P9OfvzBpY_30_40	9	10	Speech,Cat	Cat	Speech	multimodal	True	True
E1ep57TU23A_0_10	0	6	Speech	Speech	Speech	multimodal	True	True
E1ep57TU23A_0_10	6	8	Speech,Clapping	Speech,Clapping	Speech,Clapping	multimodal	True	True
E1ep57TU23A_0_10	8	10	Singing	Singing	Singing	multimodal	True	True
E2KwdwAJtgg_140_150	0	10	Cat,Dog,Banjo	Cat,Dog	Banjo	multimodal	True	True
E2dlH4BhIho_90_100	0	10	Violin_fiddle,Cello,Acoustic_guitar	Cello,Violin_fiddle,Acoustic_guitar	Cello,Violin_fiddle,Acoustic_guitar	multimodal	True	True
E3bKVGHsA7I_30_40	0	10	Baby_cry_infant_cry	Baby_cry_infant_cry	Baby_cry_infant_cry	multimodal	True	True
E3e3s0_2YBQ_40_50	0	1	Chicken_rooster	Chicken_rooster		multimodal	True	False
E3e3s0_2YBQ_40_50	1	2	Speech,Chicken_rooster	Chicken_rooster	Speech,Chicken_rooster	multimodal	True	True
E3e3s0_2YBQ_40_50	2	3	Chicken_rooster	Chicken_rooster		multimodal	True	False
E3e3s0_2YBQ_40_50	3	4	Chicken_rooster	Chicken_rooster	Chicken_rooster	multimodal	True	True
E3e3s0_2YBQ_40_50	4	5	Speech,Chicken_rooster	Chicken_rooster	Speech,Chicken_rooster	multimodal	True	True
E3e3s0_2YBQ_40_50	5	6	Speech,Chicken_rooster	Chicken_rooster	Speech	multimodal	True	True
E3e3s0_2YBQ_40_50	6	10	Chicken_rooster	Chicken_rooster	Chicken_rooster	multimodal	True	True
E4ZkcNYUHfg_210_220	0	1	Singing,Clapping	Singing,Clapping	Singing,Clapping	multimodal	True	True
E4ZkcNYUHfg_210_220	1	2	Singing	Singing	Singing	multimodal	True	True
E4ZkcNYUHfg_210_220	2	6	Singing,Clapping	Singing,Clapping	Singing,Clapping	multimodal	True	True
E4ZkcNYUHfg_210_220	6	10	Speech	Speech	Speech	multimodal	True	True
E509105txOk_130_140	0	2	Helicopter	Helicopter	Helicopter	multimodal	True	True
E509105txOk_130_140	2	3	Speech,Helicopter	Helicopter	Helicopter,Speech	multimodal	True	True
E509105txOk_130_140	3	6	Speech,Helicopter	Helicopter	Helicopter,Speech	multimodal	True	True
E509105txOk_130_140	6	7	Helicopter	Helicopter	Helicopter	multimodal	True	True
E509105txOk_130_140	7	8	Speech,Helicopter	Helicopter	Helicopter,Speech	multimodal	True	True
E509105txOk_130_140	8	10	Helicopter	Helicopter	Helicopter	multimodal	True	True
E5ajREsZ0YE_80_90	0	10	Singing	Singing	Singing	multimodal	True	True
E5dctPO-Kqs_140_150	0	10	Helicopter	Helicopter	Helicopter	multimodal	True	True
E5mV1b1ol6Y_0_10	0	3	Singing	Singing	Singing	multimodal	True	True
E5mV1b1ol6Y_0_10	3	4	Singing,Speech	Singing	Singing,Speech	multimodal	True	True
E5mV1b1ol6Y_0_10	4	5	Speech		Speech	multimodal	False	True
E5mV1b1ol6Y_0_10	9	10	Singing	Singing	Singing	multimodal	True	True
E62kiwwhsu8_30_40	0	10	Cello,Acoustic_guitar	Cello,Acoustic_guitar	Cello,Acoustic_guitar	multimodal	True	True
E6AOfcgn3hw_220_230	0	10	Violin_fiddle	Violin_fiddle	Violin_fiddle	multimodal	True	True
E6vpA7p7ebI_190_200	0	10	Helicopter	Helicopter	Helicopter	multimodal	True	True
E7FXBV0vbg8_90_100	0	10	Cello,Banjo,Acoustic_guitar	Banjo,Cello,Acoustic_guitar	Banjo,Cello,Acoustic_guitar	multimodal	True	True
E7XaZtFSiZA_60_70	0	6	Dog		Dog	multimodal	False	True
E7XaZtFSiZA_60_70	6	10	Speech	Speech	Speech	multimodal	True	True
E88iyzlzuLs_330_340	0	2	Speech,Dog	Dog	Speech	multimodal	True	True
E88iyzlzuLs_330_340	2	3	Dog	Dog		multimodal	True	False
E88iyzlzuLs_330_340	3	5	Speech,Dog	Dog	Speech	multimodal	True	True
E88iyzlzuLs_330_340	5	6	Dog	Dog		multimodal	True	False
E88iyzlzuLs_330_340	6	9	Speech,Dog	Dog	Speech	multimodal	True	True
E88iyzlzuLs_330_340	9	10	Dog	Dog		multimodal	True	False
EB0Ot7SSwkc_20_30	0	2	Dog	Dog	Dog	multimodal	True	True
EB0Ot7SSwkc_20_30	2	3	Speech,Dog	Dog	Dog,Speech	multimodal	True	True
EB0Ot7SSwkc_20_30	3	10	Dog	Dog	Dog	multimodal	True	True
ECAkq_er0Qs_200_210	0	8	Violin_fiddle,Cello	Cello,Violin_fiddle	Cello	multimodal	True	True
ECAkq_er0Qs_200_210	8	10	Violin_fiddle,Cello	Cello,Violin_fiddle	Cello,Violin_fiddle	multimodal	True	True
EDJ-vOyHFNE_20_30	0	1	Clapping	Clapping	Clapping	multimodal	True	True
EDJ-vOyHFNE_20_30	1	4	Speech,Clapping	Speech,Clapping	Speech,Clapping	multimodal	True	True
EDJ-vOyHFNE_20_30	4	9	Clapping	Clapping	Clapping	multimodal	True	True
EDJ-vOyHFNE_20_30	9	10	Speech,Clapping	Speech,Clapping	Speech,Clapping	multimodal	True	True
EDYz3E4o5g0_200_210	0	2	Motorcycle		Motorcycle	multimodal	False	True
EDYz3E4o5g0_200_210	2	10	Motorcycle	Motorcycle	Motorcycle	multimodal	True	True
EE2BwtP32tM_220_230	1	4	Singing	Singing	Singing	multimodal	True	True
EE2BwtP32tM_220_230	6	8	Singing	Singing	Singing	multimodal	True	True
EE2BwtP32tM_220_230	9	10	Singing	Singing	Singing	multimodal	True	True
EE6x3fRHk7M_20_30	0	5	Dog	Dog	Dog	multimodal	True	True
EE6x3fRHk7M_20_30	5	9	Speech,Dog	Dog	Dog,Speech	multimodal	True	True
EE6x3fRHk7M_20_30	9	10	Dog	Dog	Dog	multimodal	True	True
EGgx22VQP-I_240_250	0	8	Acoustic_guitar	Acoustic_guitar	Acoustic_guitar	multimodal	True	True
EGgx22VQP-I_240_250	8	9	Speech,Acoustic_guitar	Acoustic_guitar	Speech,Acoustic_guitar	multimodal	True	True
EGgx22VQP-I_240_250	9	10	Speech,Acoustic_guitar	Acoustic_guitar	Speech	multimodal	True	True
EHj1VEogUxE_30_40	0	10	Accordion	Accordion	Accordion	multimodal	True	True
EI9OD8CKoYY_20_30	0	2	Speech,Chicken_rooster	Chicken_rooster	Chicken_rooster,Speech	multimodal	True	True
EI9OD8CKoYY_20_30	2	9	Chicken_rooster	Chicken_rooster	Chicken_rooster	multimodal	True	True
EI9OD8CKoYY_20_30	9	10	Speech,Chicken_rooster	Chicken_rooster	Speech	multimodal	True	True
EIy2hSlwqMg_540_550	0	2	Speech	Speech	Speech	multimodal	True	True
EIy2hSlwqMg_540_550	2	6	Singing	Singing	Singing	multimodal	True	True
EIy2hSlwqMg_540_550	6	10	Singing,Cheering,Clapping	Singing	Singing,Clapping,Cheering	multimodal	True	True
EKMWyHlCzok_30_40	0	10	Blender	Blender	Blender	multimodal	True	True
EKjQ9a_1rj0_30_40	0	3	Speech,Violin_fiddle	Violin_fiddle,Speech	Speech	multimodal	True	True
EKjQ9a_1rj0_30_40	3	4	Violin_fiddle	Violin_fiddle		multimodal	True	False
EKjQ9a_1rj0_30_40	4	9	Violin_fiddle	Violin_fiddle	Violin_fiddle	multimodal	True	True
EKjQ9a_1rj0_30_40	9	10	Speech,Violin_fiddle	Violin_fiddle	Violin_fiddle,Speech	multimodal	True	True
EMDr5DqtfwY_30_40	1	6	Helicopter	Helicopter	Helicopter	multimodal	True	True
EMDr5DqtfwY_30_40	6	7	Helicopter	Helicopter		multimodal	True	False
EMDr5DqtfwY_30_40	7	8	Helicopter	Helicopter	Helicopter	multimodal	True	True
EMDr5DqtfwY_30_40	8	10	Speech,Helicopter	Helicopter	Helicopter,Speech	multimodal	True	True
EMgt1yfibCY_370_380	0	10	Helicopter	Helicopter	Helicopter	multimodal	True	True
EMsdkma5MU8_30_40	0	2	Vacuum_cleaner	Vacuum_cleaner	Vacuum_cleaner	multimodal	True	True
EMsdkma5MU8_30_40	2	3	Vacuum_cleaner,Speech	Vacuum_cleaner	Vacuum_cleaner,Speech	multimodal	True	True
EMsdkma5MU8_30_40	3	8	Vacuum_cleaner	Vacuum_cleaner	Vacuum_cleaner	multimodal	True	True
EMsdkma5MU8_30_40	8	9	Vacuum_cleaner,Speech	Vacuum_cleaner	Vacuum_cleaner,Speech	multimodal	True	True
EMsdkma5MU8_30_40	9	10	Vacuum_cleaner	Vacuum_cleaner	Vacuum_cleaner	multimodal	True	True
EN50BTjjnrs_8_18	0	7	Baby_cry_infant_cry	Baby_cry_infant_cry	Baby_cry_infant_cry	multimodal	True	True
EN50BTjjnrs_8_18	7	9	Speech	Speech	Speech	multimodal	True	True
ENDXhI_PeAc_80_90	0	1	Motorcycle	Motorcycle	Motorcycle	multimodal	True	True
ENDXhI_PeAc_80_90	1	5	Speech,Motorcycle	Motorcycle	Motorcycle,Speech	multimodal	True	True
ENDXhI_PeAc_80_90	5	7	Motorcycle	Motorcycle	Motorcycle	multimodal	True	True
ENDXhI_PeAc_80_90	7	10	Speech,Motorcycle	Motorcycle	Motorcycle,Speech	multimodal	True	True
ENQBXODItVI_100_110	0	2	Basketball_bounce	Basketball_bounce	Basketball_bounce	multimodal	True	True
ENQBXODItVI_100_110	2	3	Basketball_bounce	Basketball_bounce		multimodal	True	False
ENQBXODItVI_100_110	4	5	Basketball_bounce	Basketball_bounce	Basketball_bounce	multimodal	True	True
ENQBXODItVI_100_110	5	6	Basketball_bounce,Speech	Basketball_bounce	Speech,Basketball_bounce	multimodal	True	True
ENQBXODItVI_100_110	6	8	Basketball_bounce	Basketball_bounce	Basketball_bounce	multimodal	True	True
ENQBXODItVI_100_110	9	10	Speech		Speech	multimodal	False	True
EOeWgyrX-q8_30_40	0	2	Vacuum_cleaner,Speech	Vacuum_cleaner	Speech	multimodal	True	True
EOeWgyrX-q8_30_40	2	5	Vacuum_cleaner,Speech	Vacuum_cleaner	Speech,Vacuum_cleaner	multimodal	True	True
EOeWgyrX-q8_30_40	5	10	Vacuum_cleaner,Speech	Vacuum_cleaner	Speech	multimodal	True	True
